1.4e-06	28.0	-999.0	-999.0
2.8e-07	8.73	-999.0	-999.0
1.5e-07	5.0	-999.0	-999.0
2e-06	98.36	-999.0	-999.0
3.1e-06	316.5	-999.0	-999.0
1.2e-06	20.2	-999.0	-999.0
2.04e-05	325.0	-999.0	-999.0
6.1e-07	12.0	-999.0	-999.0
4.8186e-07	8.704	2.1459e-08	2.896
3.1e-07	17.8	-999.0	-999.0
9.4e-07	19.32	-999.0	-999.0
2.2064e-06	46.336	3.1065e-08	4.382
3.2e-07	5.0	-999.0	-999.0
3.9e-07	8.95	-999.0	-999.0
1.5e-06	80.0	-999.0	-999.0
1.4069e-05	123.394	6.0969e-08	1.145
2.8e-05	110.2	-999.0	-999.0
8e-07	164.7	-999.0	-999.0
4.8e-06	112.2	-999.0	-999.0
5.2114e-05	103.426	2.837e-07	5.753
4.1e-06	123.3	-999.0	-999.0
4.4241e-06	49.409	5.8594e-08	3.974
4.7356e-06	10.813	4.8477e-08	1.072
1.5e-06	91.0	-999.0	-999.0
6.3e-08	0.22	-999.0	-999.0
4.3e-06	263.6	-999.0	-999.0
5.4707e-05	22.272	5.5299e-08	0.81
6.1e-06	149.6	-999.0	-999.0
8.1592e-05	10.688	1.2798e-07	0.143
3.0852e-06	13.312	2.9774e-08	1.557
1.39e-05	83.2	-999.0	-999.0
5.4e-07	24.3	-999.0	-999.0
3.3498e-07	3.328	2.1667e-08	1.382
2.3809e-07	0.08	1.5091e-08	0.928
3.7317e-06	56.32	3.7233e-08	4.891
4.0682e-06	23.808	6.2784e-08	1.717
5.3386e-06	7.616	3.5071e-08	0.923
7.2e-08	0.3	-999.0	-999.0
5.3e-06	549.9	-999.0	-999.0
3.2983e-06	4.352	2.8093e-08	0.572
6.8e-06	200.0	-999.0	-999.0
3.4781e-05	31.489	8.9141e-08	2.429
1.3e-06	146.0	-999.0	-999.0
1.1787e-06	2.56	3.303e-08	0.607
6.4501e-06	35.841	6.3631e-08	5.473
1.5513e-06	37.633	4.336e-08	9.691
1.4e-07	0.3	-999.0	-999.0
5.3902e-06	77.568	1.2456e-07	2.064
3.2122e-06	4.477	3.2739e-08	0.362
1.2356e-05	7.168	4.1622e-08	0.572
2.3e-07	3.52	-999.0	-999.0
7.5662e-06	83.969	5.089e-08	2.996
2.4e-06	42.0	-999.0	-999.0
3.219e-06	111.104	4.777e-08	3.999
2.7e-08	0.13	-999.0	-999.0
6.1453e-06	45.825	6.403e-08	12.13
1.3e-06	720.0	-999.0	-999.0
7.5928e-06	22.784	4.4719e-08	2.064
1e-06	60.5	-999.0	-999.0
5.9e-07	23.4	-999.0	-999.0
2.9345e-05	147.97	8.1353e-08	2.36
1.2e-06	23.2	-999.0	-999.0
6.1432e-05	44.288	1.2084e-07	0.231
6.5933e-06	64.128	1.1836e-07	2.005
1.1e-06	173.6	-999.0	-999.0
3.4e-07	17.42	-999.0	-999.0
1.8062e-05	95.233	1.2224e-07	11.585
1.6e-05	94.7	-999.0	-999.0
6.571e-07	7.68	5.4178e-08	3.367
6.7e-07	209.0	-999.0	-999.0
2.9e-07	8.43	-999.0	-999.0
2.3e-06	71.4	-999.0	-999.0
2.4286e-06	31.232	3.1646e-08	8.719
4.4e-07	31.0	-999.0	-999.0
2.1248e-05	18.624	6.5441e-08	0.716
1.552e-05	27.264	7.4778e-08	1.243
3.2e-06	139.7	-999.0	-999.0
1.9727e-05	91.393	2.4767e-07	2.36
0.00015194	31.232	1.1938e-07	0.572
8.4e-07	18.0	-999.0	-999.0
8.1695e-07	19.968	5.258e-08	7.748
2.5e-07	11.0	-999.0	-999.0
3.5676e-05	18.176	1.3445e-07	0.572
2.3777e-05	112.642	1.1076e-07	0.462
8.2e-07	17.3	-999.0	-999.0
2.9e-05	41.1	-999.0	-999.0
8.8767e-06	77.057	6.4368e-08	2.996
5.0994e-07	1.152	1.9109e-08	0.59
6.3406e-07	6.4	2.748e-08	2.429
6.5e-06	32.5	-999.0	-999.0
5.7156e-06	58.881	1.2069e-07	6.192
4.4e-06	4.38	-999.0	-999.0
6.8023e-07	7.424	6.2593e-08	6.192
3.5444e-06	21.76	4.5972e-08	1.639
